P,D,L,R,P_fuzzy_set,P_membership,D_fuzzy_set,D_membership,L_fuzzy_set,L_membership,R_fuzzy_set,R_membership,FRASE,CAT
0.04394445145532627,0.8626319817694721,-0.18640004912221303,0.6718684861672986,ok,0.8901388713616843,acercandose,1.0,muy lento hacia atrás,0.5679997543889348,rápidamente hacia delante,0.6406575691635072,"Cuando estés a la distancia requerida, pero te estás acercando a la pared, gira tu rueda izquierda muy lento hacia atrás, y gira tu rueda derecha rápidamente hacia delante",3
-0.9486713102638589,0.3018308852111877,0.6224958148961611,-0.08746807552309126,muy lejos,0.9144521837730981,acercandose,1.0,rápidamente hacia delante,0.8875209255191943,muy lento hacia atrás,0.9373403776154563,"Cuando estés muy lejos de la pared, pero te estás acercando a ella, gira tu rueda izquierda rápidamente hacia delante, y gira tu rueda derecha muy lento hacia atrás",1
0.908394598571565,-0.750856658651674,-0.16424863998504804,-0.10472815174362103,muy cerca,0.8473243309526084,alejandose,1.0,muy lento hacia atrás,0.6787568000747598,muy lento hacia atrás,0.9763592412818949,"Cuando estés muy cerca a la pared, pero te estás alejando de ella, gira tu rueda izquierda despacito hacia atrás, y gira tu rueda derecha despacito hacia atrás",15
0.394590690136362,0.4419284670405744,-0.9033750563055952,0.9230365543067333,cerca,0.986476725340905,acercandose,1.0,muy rápido hacia atrás,1.0,muy rápido hacia delante,1.0,"Cuando estés cerca a la pared, y te estás acercando más a ella, gira tu rueda izquierda muy rápido hacia atrás, y gira tu rueda derecha muy rápido hacia delante.",4
-0.9173450168376375,0.3114703339398849,0.618377317688653,-0.0817171992385452,muy lejos,0.8622416947293957,acercandose,1.0,rápidamente hacia delante,0.9081134115567349,muy lento hacia atrás,0.9085859961927261,"Cuando estés muy lejos de la pared, pero te estás acercando a ella, gira tu rueda izquierda rápidamente hacia delante, y gira tu rueda derecha muy lento hacia atrás",1
-0.9200511466463779,0.49305265799925735,0.6186777679983978,-0.08216844840819215,muy lejos,0.8667519110772964,acercandose,1.0,rápidamente hacia delante,0.9066111600080109,muy lento hacia atrás,0.9108422420409608,"Cuando estés muy lejos de la pared, pero te estás acercando a ella, gira tu rueda izquierda rápidamente hacia delante, y gira tu rueda derecha muy lento hacia atrás",1
0.9492658299276191,-0.31595782121318017,-0.2009809567222261,-0.16566998796241736,muy cerca,0.9154430498793652,alejandose,1.0,despacito hacia atrás,0.5049047836111304,muy lento hacia atrás,0.6716500601879132,"Cuando estés muy cerca a la pared, pero te estás alejando de ella, gira tu rueda izquierda despacito hacia atrás, y gira tu rueda derecha despacito hacia atrás",15
-0.05384893604693876,0.6461850043203015,0.09499990877993496,0.37775444732382,ok,0.8653776598826531,acercandose,1.0,muy lento hacia delante,0.9749995438996748,despacito hacia delante,0.6112277633808999,"Cuando estés a la distancia requerida, pero te estás acercando a la pared, gira tu rueda izquierda muy lento hacia atrás, y gira tu rueda derecha rápidamente hacia delante",3
-0.924756787925702,0.633694118193258,0.6192225724016928,-0.08297281033883701,muy lejos,0.8745946465428367,acercandose,1.0,rápidamente hacia delante,0.9038871379915361,muy lento hacia atrás,0.914864051694185,"Cuando estés muy lejos de la pared, pero te estás acercando a ella, gira tu rueda izquierda rápidamente hacia delante, y gira tu rueda derecha muy lento hacia atrás",1
0.9238336191510306,-0.23629836965041462,-0.17694995508041922,-0.12619125655452984,muy cerca,0.8730560319183843,alejandose,1.0,muy lento hacia atrás,0.6152502245979039,muy lento hacia atrás,0.8690437172273509,"Cuando estés muy cerca a la pared, pero te estás alejando de ella, gira tu rueda izquierda despacito hacia atrás, y gira tu rueda derecha despacito hacia atrás",15
-0.9274964338019055,-0.7480665905380446,0.9279261654754896,-0.501302937048704,muy lejos,0.8791607230031758,alejandose,1.0,muy rápido hacia delante,1.0,más o menos rápido hacia atrás,0.7467426573782401,"Cuando estés muy lejos de la pared, y te estás alejando aun más de ella, gira tu rueda izquierda muy rápido hacia delante, y gira tu rueda derecha más o menos rápido hacia atrás.",11
-0.9614927005126626,0.3180252328756805,0.6246508639296111,-0.09019127877854674,muy lejos,0.9358211675211042,acercandose,1.0,rápidamente hacia delante,0.8767456803519443,muy lento hacia atrás,0.9509563938927337,"Cuando estés muy lejos de la pared, pero te estás acercando a ella, gira tu rueda izquierda rápidamente hacia delante, y gira tu rueda derecha muy lento hacia atrás",1
0.021468372769210722,0.6442099728150097,-0.14479652529013598,0.653507927609985,ok,0.9463290680769731,acercandose,1.0,muy lento hacia atrás,0.7760173735493201,rápidamente hacia delante,0.732460361950075,"Cuando estés a la distancia requerida, pero te estás acercando a la pared, gira tu rueda izquierda muy lento hacia atrás, y gira tu rueda derecha rápidamente hacia delante",3
-0.44530907729808844,-0.011354117901630243,0.6573855539049764,-0.15622124385135688,lejos,0.9244848711698527,sin cambio,0.9432294104918488,rápidamente hacia delante,0.7130722304751178,muy lento hacia atrás,0.7188937807432156,"Cuando estés lejos de la pared, pero ni te alejas más ni te acercas a ella, gira tu rueda izquierda rápidamente hacia delante, y gira tu rueda derecha muy lento hacia atrás.",7
-0.3383336358687298,-0.9417324904067619,0.6462532047309629,-0.09999894558802948,lejos,0.8458340896718244,alejandose,1.0,rápidamente hacia delante,0.7687339763451854,muy lento hacia atrás,0.998573688026111,"Cuando estés lejos de la pared, y te estás alejando más de ella, gira tu rueda izquierda bastante rápido hacia delante, y gira tu rueda derecha despacito hacia atrás.",12
-0.4442726244422334,0.8934504369643267,0.6164596165985048,-0.057204501027112484,lejos,0.9262122925962777,acercandose,1.0,rápidamente hacia delante,0.9177019170074759,muy lento hacia atrás,0.7860225051355624,"Cuando estés lejos de la pared, pero te estás acercando a ella, gira tu rueda izquierda medio rápido hacia delante, y gira tu rueda derecha muy lento hacia delante.",2
0.9059437837082986,0.22662999350250684,-0.38554645352626216,-0.04814119066002898,muy cerca,0.8432396395138311,acercandose,1.0,más o menos rápido hacia atrás,0.8554645352626213,muy lento hacia atrás,0.7407059533001449,"Cuando estés muy cerca a la pared, y te estás acercando aún más a ella, gira tu rueda izquierda despacito hacia atrás, y gira tu rueda derecha despacito hacia atrás.",5
0.4411992471553974,-0.8803356908850221,0.06804619232106224,0.38207197254238584,cerca,0.9313345880743377,alejandose,1.0,muy lento hacia delante,0.8402309616053112,despacito hacia delante,0.5896401372880709,"Cuando estés cerca a la pared, pero te estás alejando de ella, gira tu rueda izquierda muy lento hacia delante, y gira tu rueda derecha medio rápido hacia delante",14
-0.8903988220524088,0.022708722736746324,0.7020708274473441,-0.17094021113004146,muy lejos,0.817331370087348,sin cambio,0.8864563863162683,bastante rápido hacia delante,0.5103541372367202,muy lento hacia atrás,0.6452989443497927,"Cuando estés muy lejos de la pared, pero ni te alejas más ni te acercas a ella, gira tu rueda izquierda bastante rápido hacia delante, y gira tu rueda derecha despacito hacia atrás",6
-0.002610695456435372,-0.8975545938387676,0.6333348104666557,-0.09999969993766805,ok,0.9934732613589116,alejandose,1.0,rápidamente hacia delante,0.8333259476667212,muy lento hacia atrás,0.9985720715625986,"Cuando estés a la distancia requerida, pero te estás alejando de la pared, gira tu rueda izquierda rápidamente hacia delante, y gira tu rueda derecha muy lento hacia atrás.",13
-0.9591573635705403,-0.8273759152696978,0.9288477486843381,-0.5004339858320614,muy lejos,0.9319289392842337,alejandose,1.0,muy rápido hacia delante,1.0,más o menos rápido hacia atrás,0.7489150354198465,"Cuando estés muy lejos de la pared, y te estás alejando aun más de ella, gira tu rueda izquierda muy rápido hacia delante, y gira tu rueda derecha más o menos rápido hacia atrás.",11
-0.9323912348754531,-0.9568200316684157,0.9280701070392403,-0.5011412751058144,muy lejos,0.8873187247924217,alejandose,1.0,muy rápido hacia delante,1.0,más o menos rápido hacia atrás,0.7471468122354641,"Cuando estés muy lejos de la pared, y te estás alejando aun más de ella, gira tu rueda izquierda muy rápido hacia delante, y gira tu rueda derecha más o menos rápido hacia atrás.",11
-0.9082773582707449,0.6316324656926735,0.617439073421493,-0.08026020392260139,muy lejos,0.8471289304512414,acercandose,1.0,rápidamente hacia delante,0.9128046328925351,muy lento hacia atrás,0.9013010196130069,"Cuando estés muy lejos de la pared, pero te estás acercando a ella, gira tu rueda izquierda rápidamente hacia delante, y gira tu rueda derecha muy lento hacia atrás",1
-0.9843595282809229,-0.01782698931049528,0.7759445945439011,-0.3181029020510157,muy lejos,0.9739325471348714,sin cambio,0.9108650534475236,bastante rápido hacia delante,0.8797229727195052,despacito hacia atrás,0.8189709794898429,"Cuando estés muy lejos de la pared, pero ni te alejas más ni te acercas a ella, gira tu rueda izquierda bastante rápido hacia delante, y gira tu rueda derecha despacito hacia atrás",6
-0.37251903407916576,-0.007821179136933455,0.5831493785585964,-0.05294640639108791,lejos,0.9312975851979144,sin cambio,0.9608941043153327,rápidamente hacia delante,0.8314937855859641,muy lento hacia atrás,0.7647320319554396,"Cuando estés lejos de la pared, pero ni te alejas más ni te acercas a ella, gira tu rueda izquierda rápidamente hacia delante, y gira tu rueda derecha muy lento hacia atrás.",7
0.06838896711863819,0.16621370317433648,-0.2055750191517757,0.5941395024694088,ok,0.8290275822034046,acercandose,0.8310685158716824,despacito hacia atrás,0.5278750957588785,rápidamente hacia delante,0.9413950246940885,"Cuando estés a la distancia requerida, pero te estás acercando a la pared, gira tu rueda izquierda muy lento hacia atrás, y gira tu rueda derecha rápidamente hacia delante",3
-0.4777439382825369,-0.8146627386087597,0.9128998051122873,-0.5405069469005092,lejos,0.8704267695291051,alejandose,1.0,muy rápido hacia delante,1.0,más o menos rápido hacia atrás,0.6487326327487273,"Cuando estés lejos de la pared, y te estás alejando más de ella, gira tu rueda izquierda bastante rápido hacia delante, y gira tu rueda derecha despacito hacia atrás.",12
-0.4588328175607911,0.9607956814345571,0.6163117585432811,-0.0572550997074489,lejos,0.9019453040653482,acercandose,1.0,rápidamente hacia delante,0.9184412072835942,muy lento hacia atrás,0.7862754985372445,"Cuando estés lejos de la pared, pero te estás acercando a ella, gira tu rueda izquierda medio rápido hacia delante, y gira tu rueda derecha muy lento hacia delante.",2
-0.4804813032301807,0.19035261565145553,0.6160322065934342,-0.05736282600214633,lejos,0.8658644946163656,acercandose,0.9517630782572777,rápidamente hacia delante,0.9198389670328291,muy lento hacia atrás,0.7868141300107316,"Cuando estés lejos de la pared, pero te estás acercando a ella, gira tu rueda izquierda medio rápido hacia delante, y gira tu rueda derecha muy lento hacia delante.",2
0.3571522102993594,0.6971221509636388,-0.7542844907224744,0.8815004299339877,cerca,0.8928805257483985,acercandose,1.0,bastante rápido hacia atrás,0.8857112268061859,muy rápido hacia delante,0.8150042993398767,"Cuando estés cerca a la pared, y te estás acercando más a ella, gira tu rueda izquierda muy rápido hacia atrás, y gira tu rueda derecha muy rápido hacia delante.",4
0.9338056273775845,0.632142047832952,-0.35510679854173416,-0.10430561093692761,muy cerca,0.8896760456293076,acercandose,1.0,más o menos rápido hacia atrás,0.5510679854173415,muy lento hacia atrás,0.978471945315362,"Cuando estés muy cerca a la pared, y te estás acercando aún más a ella, gira tu rueda izquierda despacito hacia atrás, y gira tu rueda derecha despacito hacia atrás.",5
0.42995829352447856,0.015873914430442018,-0.6847199227306096,0.6916096478053966,cerca,0.9500695107925358,sin cambio,0.9206304278477899,bastante rápido hacia atrás,0.7117998068265238,rápidamente hacia delante,0.5419517609730171,"Cuando estés cerca a la pared, pero ni te acercas más ni te alejas de ella, gira tu rueda izquierda bastante rápido hacia atrás, y gira tu rueda derecha bastante rápido hacia delante.",9
-0.37310558558894513,0.45794020657801726,0.5591603540988793,-0.019706784197157063,lejos,0.9327639639723628,acercandose,1.0,rápidamente hacia delante,0.5916035409887933,muy lento hacia atrás,0.5985339209857853,"Cuando estés lejos de la pared, pero te estás acercando a ella, gira tu rueda izquierda medio rápido hacia delante, y gira tu rueda derecha muy lento hacia delante.",2
-0.04640516181245213,-0.8502483714705809,0.6337353953767121,-0.09999969585699753,ok,0.8839870954688697,alejandose,1.0,rápidamente hacia delante,0.8313230231164396,muy lento hacia atrás,0.9985720803068926,"Cuando estés a la distancia requerida, pero te estás alejando de la pared, gira tu rueda izquierda rápidamente hacia delante, y gira tu rueda derecha muy lento hacia atrás.",13
0.3334773989922646,-0.6422563357116313,0.20396900035657275,0.29901829369005517,cerca,0.8336934974806615,alejandose,1.0,despacito hacia delante,0.5198450017828637,despacito hacia delante,0.9950914684502759,"Cuando estés cerca a la pared, pero te estás alejando de ella, gira tu rueda izquierda muy lento hacia delante, y gira tu rueda derecha medio rápido hacia delante",14
-0.006515727487921605,0.28414198890380415,-0.0676073788358518,0.5854039229389316,ok,0.983710681280196,acercandose,1.0,muy lento hacia atrás,0.838036894179259,rápidamente hacia delante,0.8540392293893164,"Cuando estés a la distancia requerida, pero te estás acercando a la pared, gira tu rueda izquierda muy lento hacia atrás, y gira tu rueda derecha rápidamente hacia delante",3
0.49605717990199394,-0.03187049277018878,-0.5060857857035699,0.5150535666438821,cerca,0.8399047001633434,sin cambio,0.8406475361490561,más o menos rápido hacia atrás,0.7347855357410754,medio rápido hacia delante,0.8494643335611787,"Cuando estés cerca a la pared, pero ni te acercas más ni te alejas de ella, gira tu rueda izquierda bastante rápido hacia atrás, y gira tu rueda derecha bastante rápido hacia delante.",9
-0.36512005232138456,-0.7329974434463309,0.6478531800574728,-0.09999820111127788,lejos,0.9128001308034615,alejandose,1.0,rápidamente hacia delante,0.7607340997126358,muy lento hacia atrás,0.9985752833334369,"Cuando estés lejos de la pared, y te estás alejando más de ella, gira tu rueda izquierda bastante rápido hacia delante, y gira tu rueda derecha despacito hacia atrás.",12
0.008017920177893684,0.03435466530277876,0.16027407063867455,0.3773527109247214,ok,0.9799551995552658,sin cambio,0.8282266734861062,muy lento hacia delante,0.6986296468066273,despacito hacia delante,0.613236445376393,"Cuando estés a la distancia requerida, y ni te alejas ni te acercas a ella, gira tu rueda izquierda despacito hacia delante, y gira tu rueda derecha despacito hacia delante.",8
-0.9406167616439755,-0.03787944672796994,0.7792683402327774,-0.3373998180986636,muy lejos,0.9010279360732923,sin cambio,0.8106027663601503,bastante rápido hacia delante,0.8963417011638866,despacito hacia atrás,0.626001819013364,"Cuando estés muy lejos de la pared, pero ni te alejas más ni te acercas a ella, gira tu rueda izquierda bastante rápido hacia delante, y gira tu rueda derecha despacito hacia atrás",6
0.9309569633488199,-0.00946890333254986,-0.33193596197948655,-0.04454985194988821,muy cerca,0.8849282722480333,sin cambio,0.9526554833372507,despacito hacia atrás,0.6806403802051345,muy lento hacia atrás,0.722749259749441,"Cuando estés muy cerca a la pared, pero ni te acercas más ni te alejas de ella, gira tu rueda izquierda despacito hacia atrás, y gira tu rueda derecha despacito hacia atrás.",10
-0.04288043331479077,0.4420940308499822,0.06541471118742345,0.41190331415439224,ok,0.892798916713023,acercandose,1.0,muy lento hacia delante,0.8270735559371173,medio rápido hacia delante,0.5595165707719612,"Cuando estés a la distancia requerida, pero te estás acercando a la pared, gira tu rueda izquierda muy lento hacia atrás, y gira tu rueda derecha rápidamente hacia delante",3
-0.9415932034937402,-0.578901408838175,0.9283392736708188,-0.5008636885808617,muy lejos,0.9026553391562336,alejandose,1.0,muy rápido hacia delante,1.0,más o menos rápido hacia atrás,0.7478407785478458,"Cuando estés muy lejos de la pared, y te estás alejando aun más de ella, gira tu rueda izquierda muy rápido hacia delante, y gira tu rueda derecha más o menos rápido hacia atrás.",11
-0.9528694026908829,0.03694794526809155,0.7124658344221492,-0.18305087291798286,muy lejos,0.9214490044848048,sin cambio,0.8152602736595422,bastante rápido hacia delante,0.5623291721107457,muy lento hacia atrás,0.5847456354100857,"Cuando estés muy lejos de la pared, pero ni te alejas más ni te acercas a ella, gira tu rueda izquierda bastante rápido hacia delante, y gira tu rueda derecha despacito hacia atrás",6
-0.3445422884648065,-0.03471565192555848,0.5466740982436358,-0.015934391590620038,lejos,0.8613557211620162,sin cambio,0.8264217403722076,medio rápido hacia delante,0.5332590175636421,muy lento hacia atrás,0.5796719579531002,"Cuando estés lejos de la pared, pero ni te alejas más ni te acercas a ella, gira tu rueda izquierda rápidamente hacia delante, y gira tu rueda derecha muy lento hacia atrás.",7
-0.4826686693200177,0.0004910919873061456,0.6518210561617834,-0.11603124741507594,lejos,0.8622188844666372,sin cambio,0.9973889571881781,rápidamente hacia delante,0.7408947191910829,muy lento hacia atrás,0.9198437629246203,"Cuando estés lejos de la pared, pero ni te alejas más ni te acercas a ella, gira tu rueda izquierda rápidamente hacia delante, y gira tu rueda derecha muy lento hacia atrás.",7
-0.9678425254637155,0.029539867784173453,0.7251729188470557,-0.19993008276929886,muy lejos,0.9464042091061925,sin cambio,0.8523006610791327,bastante rápido hacia delante,0.6258645942352784,muy lento hacia atrás,0.5003495861535057,"Cuando estés muy lejos de la pared, pero ni te alejas más ni te acercas a ella, gira tu rueda izquierda bastante rápido hacia delante, y gira tu rueda derecha despacito hacia atrás",6
-0.9226700124662353,-0.8541263357294036,0.9277837206349699,-0.5014715978282088,muy lejos,0.8711166874437254,alejandose,1.0,muy rápido hacia delante,1.0,más o menos rápido hacia atrás,0.746321005429478,"Cuando estés muy lejos de la pared, y te estás alejando aun más de ella, gira tu rueda izquierda muy rápido hacia delante, y gira tu rueda derecha más o menos rápido hacia atrás.",11
-0.995518668517153,0.025359431529223396,0.7457100716020381,-0.22535037492575144,muy lejos,0.992531114195255,sin cambio,0.873202842353883,bastante rápido hacia delante,0.7285503580101902,despacito hacia atrás,0.6267518746287573,"Cuando estés muy lejos de la pared, pero ni te alejas más ni te acercas a ella, gira tu rueda izquierda bastante rápido hacia delante, y gira tu rueda derecha despacito hacia atrás",6
0.43487623928697117,-0.01640716611994149,-0.5890383996444232,0.6363648441669877,cerca,0.9418729345217147,sin cambio,0.9179641694002926,más o menos rápido hacia atrás,0.5274040008889422,rápidamente hacia delante,0.8181757791650616,"Cuando estés cerca a la pared, pero ni te acercas más ni te alejas de ella, gira tu rueda izquierda bastante rápido hacia atrás, y gira tu rueda derecha bastante rápido hacia delante.",9
0.07320675903298317,-0.0018301280390297797,0.01646747144474773,0.38653659360503606,ok,0.8169831024175421,sin cambio,0.9908493598048511,muy lento hacia delante,0.5823373572237387,despacito hacia delante,0.5673170319748198,"Cuando estés a la distancia requerida, y ni te alejas ni te acercas a ella, gira tu rueda izquierda despacito hacia delante, y gira tu rueda derecha despacito hacia delante.",8
-0.895706446854603,0.7369091608098646,0.6162962948448539,-0.07837513198969412,muy lejos,0.8261774114243383,acercandose,1.0,rápidamente hacia delante,0.9185185257757302,muy lento hacia atrás,0.8918756599484706,"Cuando estés muy lejos de la pared, pero te estás acercando a ella, gira tu rueda izquierda rápidamente hacia delante, y gira tu rueda derecha muy lento hacia atrás",1
-0.007261747734261428,-0.8075628675104336,0.6333441898609641,-0.09999969985152704,ok,0.9818456306643464,alejandose,1.0,rápidamente hacia delante,0.8332790506951795,muy lento hacia atrás,0.9985720717471865,"Cuando estés a la distancia requerida, pero te estás alejando de la pared, gira tu rueda izquierda rápidamente hacia delante, y gira tu rueda derecha muy lento hacia atrás.",13
-0.44245568732380325,0.8707203808176159,0.6164755493803848,-0.05719932722267333,lejos,0.9292405211269946,acercandose,1.0,rápidamente hacia delante,0.9176222530980757,muy lento hacia atrás,0.7859966361133667,"Cuando estés lejos de la pared, pero te estás acercando a ella, gira tu rueda izquierda medio rápido hacia delante, y gira tu rueda derecha muy lento hacia delante.",2
0.9153354386868483,0.9741676846994234,-0.37561293530615186,-0.06648376610323767,muy cerca,0.8588923978114138,acercandose,1.0,más o menos rápido hacia atrás,0.7561293530615185,muy lento hacia atrás,0.8324188305161884,"Cuando estés muy cerca a la pared, y te estás acercando aún más a ella, gira tu rueda izquierda despacito hacia atrás, y gira tu rueda derecha despacito hacia atrás.",5
-0.9436032048932558,-0.6652871294597387,0.9283978165490627,-0.5008077413791243,muy lejos,0.9060053414887596,alejandose,1.0,muy rápido hacia delante,1.0,más o menos rápido hacia atrás,0.7479806465521893,"Cuando estés muy lejos de la pared, y te estás alejando aun más de ella, gira tu rueda izquierda muy rápido hacia delante, y gira tu rueda derecha más o menos rápido hacia atrás.",11
-0.48450549077792526,0.47242272515374273,0.6159732138601655,-0.05738746720927522,lejos,0.8591575153701246,acercandose,1.0,rápidamente hacia delante,0.9201339306991726,muy lento hacia atrás,0.7869373360463761,"Cuando estés lejos de la pared, pero te estás acercando a ella, gira tu rueda izquierda medio rápido hacia delante, y gira tu rueda derecha muy lento hacia delante.",2
0.9253867862859235,-0.8771417808212336,-0.17829883238758273,-0.1284458866651588,muy cerca,0.8756446438098725,alejandose,1.0,muy lento hacia atrás,0.6085058380620864,muy lento hacia atrás,0.857770566674206,"Cuando estés muy cerca a la pared, pero te estás alejando de ella, gira tu rueda izquierda despacito hacia atrás, y gira tu rueda derecha despacito hacia atrás",15
-0.4167572741361059,-0.6789382932610506,0.9106881370693123,-0.5479175183731672,lejos,0.9720712097731569,alejandose,1.0,muy rápido hacia delante,1.0,más o menos rápido hacia atrás,0.6302062040670822,"Cuando estés lejos de la pared, y te estás alejando más de ella, gira tu rueda izquierda bastante rápido hacia delante, y gira tu rueda derecha despacito hacia atrás.",12
-0.9350093315439731,-0.03015589288888135,0.7731038389910784,-0.32119478291717557,muy lejos,0.8916822192399552,sin cambio,0.8492205355555933,bastante rápido hacia delante,0.8655191949553916,despacito hacia atrás,0.7880521708282443,"Cuando estés muy lejos de la pared, pero ni te alejas más ni te acercas a ella, gira tu rueda izquierda bastante rápido hacia delante, y gira tu rueda derecha despacito hacia atrás",6
-0.9413242151473344,0.21875234353095607,0.6213940943275839,-0.08601010116981289,muy lejos,0.9022070252455574,acercandose,1.0,rápidamente hacia delante,0.8930295283620806,muy lento hacia atrás,0.9300505058490645,"Cuando estés muy lejos de la pared, pero te estás acercando a ella, gira tu rueda izquierda rápidamente hacia delante, y gira tu rueda derecha muy lento hacia atrás",1
-0.9226103721783435,0.8412180669426567,0.6189702858871805,-0.08260287156704989,muy lejos,0.8710172869639058,acercandose,1.0,rápidamente hacia delante,0.9051485705640974,muy lento hacia atrás,0.9130143578352494,"Cuando estés muy lejos de la pared, pero te estás acercando a ella, gira tu rueda izquierda rápidamente hacia delante, y gira tu rueda derecha muy lento hacia atrás",1
-0.4568766028509455,0.03648715287181547,0.6158756899401565,-0.07764254391733835,lejos,0.9052056619150909,sin cambio,0.8175642356409226,rápidamente hacia delante,0.9206215502992173,muy lento hacia atrás,0.8882127195866918,"Cuando estés lejos de la pared, pero ni te alejas más ni te acercas a ella, gira tu rueda izquierda rápidamente hacia delante, y gira tu rueda derecha muy lento hacia atrás.",7
-0.3498145272836999,0.014255726358504861,0.4843315014575305,0.01961023024440956,lejos,0.8745363182092497,sin cambio,0.9287213682074758,medio rápido hacia delante,0.9216575072876525,muy lento hacia delante,0.5980511512220478,"Cuando estés lejos de la pared, pero ni te alejas más ni te acercas a ella, gira tu rueda izquierda rápidamente hacia delante, y gira tu rueda derecha muy lento hacia atrás.",7
0.4278435125129352,0.022572354076299393,-0.6899514563468216,0.7028934259893275,cerca,0.9535941458117747,sin cambio,0.8871382296185031,bastante rápido hacia atrás,0.724878640867054,bastante rápido hacia delante,0.5144671299466372,"Cuando estés cerca a la pared, pero ni te acercas más ni te alejas de ella, gira tu rueda izquierda bastante rápido hacia atrás, y gira tu rueda derecha bastante rápido hacia delante.",9
-0.9032526820534449,-0.34023397242643694,0.9272055674520016,-0.5022391385680872,muy lejos,0.8387544700890748,alejandose,1.0,muy rápido hacia delante,1.0,más o menos rápido hacia atrás,0.744402153579782,"Cuando estés muy lejos de la pared, y te estás alejando aun más de ella, gira tu rueda izquierda muy rápido hacia delante, y gira tu rueda derecha más o menos rápido hacia atrás.",11
